GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 7
TotalNumTrainingExamples: 8
NumberOfClasses: 1
ClassIDsAndCounters: 
2	8
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 2
TimeSeriesLength: 88
TimeSeriesData: 
0.554257	0.266456	0	2	0.487235	-0.528775	2.17009
0.551018	0.260463	0	2	0.488874	-0.527323	2.17061
0.551018	0.260463	0	2	0.488874	-0.527323	2.17061
0.545517	0.252008	0	2	0.486209	-0.523856	2.17347
0.545517	0.252008	0	2	0.486209	-0.523856	2.17347
0.594192	0.243836	0	2	0.536575	-0.539388	2.12317
0.594192	0.243836	0	2	0.536575	-0.539388	2.12317
0.63326	0.238668	0	2	0.571735	-0.543402	2.07968
0.63326	0.238668	0	2	0.571735	-0.543402	2.07968
0.682765	0.236907	0	2	0.623674	-0.52842	2.01597
0.682765	0.236907	0	2	0.623674	-0.52842	2.01597
0.602446	0.229647	0	2	0.54715	-0.53894	2.11205
0.602446	0.229647	0	2	0.54715	-0.53894	2.11205
0.692433	0.228111	0	2	0.628516	-0.522958	2.00198
0.692433	0.228111	0	2	0.628516	-0.522958	2.00198
0.697386	0.227392	0	2	0.634118	-0.525195	2.0009
0.697386	0.227392	0	2	0.634118	-0.525195	2.0009
0.695893	0.220925	0	2	0.634816	-0.521722	2.00038
0.695893	0.220925	0	2	0.634816	-0.521722	2.00038
0.693971	0.216325	0	2	0.635054	-0.525644	2.00685
0.693971	0.216325	0	2	0.635054	-0.525644	2.00685
0.694017	0.210272	0	2	0.635228	-0.525508	2.00714
0.694017	0.210272	0	2	0.635228	-0.525508	2.00714
0.696992	0.199343	0	2	0.636557	-0.525591	2.00445
0.696992	0.199343	0	2	0.636557	-0.525591	2.00445
0.699261	0.190283	0	2	0.635098	-0.526344	2.00166
0.699269	0.191557	0	2	0.638114	-0.525783	2.00398
0.699269	0.191557	0	2	0.638114	-0.525783	2.00398
0.699586	0.208098	0	2	0.635649	-0.526685	2.00426
0.699586	0.208098	0	2	0.635649	-0.526685	2.00426
0.700637	0.253721	0	0	0.635671	-0.524973	2.00288
0.700637	0.253721	0	0	0.635671	-0.524973	2.00288
0.699143	0.285955	0	0	0.631298	-0.527674	2.00511
0.702513	0.32714	0	0	0.633838	-0.527916	2.00181
0.705132	0.371389	0	0	0.635234	-0.525941	1.99888
0.705132	0.371389	0	0	0.635234	-0.525941	1.99888
0.705155	0.413315	0	2	0.636003	-0.525032	1.99884
0.709023	0.460921	0	2	0.636355	-0.52662	1.99628
0.709133	0.501057	0	2	0.635783	-0.526658	1.9971
0.706864	0.537554	0	2	0.63771	-0.526128	2.00019
0.706348	0.564277	0	0	0.635538	-0.526714	2.00065
0.706348	0.564277	0	0	0.635538	-0.526714	2.00065
0.709869	0.57808	0	0	0.636738	-0.526768	1.99625
0.708549	0.589661	0	0	0.637371	-0.524193	1.99598
0.567253	0.599088	0	0	0.516225	-0.527174	2.14693
0.706527	0.598733	0	0	0.63439	-0.525569	1.99781
0.568522	0.597119	0	0	0.518424	-0.528606	2.14591
0.568245	0.586886	0	2	0.517961	-0.527989	2.14505
0.565519	0.574419	0	2	0.516025	-0.527507	2.14788
0.569269	0.556641	0	0	0.518387	-0.528819	2.1436
0.568203	0.535716	0	0	0.51837	-0.528384	2.14469
0.566093	0.514768	0	2	0.518156	-0.527035	2.14604
0.705229	0.483859	0	2	0.635607	-0.525416	1.99715
0.579984	0.406617	0	2	0.529838	-0.534274	2.13566
0.70306	0.365879	0	2	0.634807	-0.525516	1.99831
0.581724	0.326936	0	2	0.529667	-0.533733	2.13154
0.581084	0.287341	0	2	0.530358	-0.535183	2.13374
0.613047	0.257275	0	2	0.556412	-0.54191	2.10224
0.61387	0.233427	0	2	0.558387	-0.543208	2.1021
0.604531	0.194769	0	2	0.550197	-0.541405	2.11041
0.580527	0.197666	0	2	0.528051	-0.534877	2.13201
0.579073	0.200507	0	2	0.528519	-0.535412	2.13376
0.557542	0.197845	0	2	0.511637	-0.528607	2.15343
0.696942	0.222472	0	2	0.63613	-0.526058	2.00369
0.698592	0.239049	0	2	0.632559	-0.528752	2.00243
0.698159	0.261767	0	2	0.634055	-0.526906	2.00235
0.579597	0.313378	0	2	0.528155	-0.535052	2.13318
0.606667	0.340376	0	2	0.550278	-0.541307	2.1071
0.698994	0.367009	0	2	0.630295	-0.52854	2.0022
0.70028	0.395395	0	2	0.630289	-0.52818	2.00087
0.699177	0.451726	0	2	0.632406	-0.528949	2.00402
0.700425	0.477984	0	2	0.632982	-0.526797	2.00161
0.699398	0.531758	0	2	0.630547	-0.528009	2.00355
0.70109	0.561068	0	2	0.63021	-0.52725	2.0014
0.702077	0.570212	0	2	0.634742	-0.526686	2.00146
0.702765	0.576083	0	2	0.634213	-0.526966	2.00067
0.701063	0.582964	0	2	0.632943	-0.526173	2.00184
0.701827	0.576113	0	0	0.632774	-0.52616	1.99978
0.702701	0.570563	0	2	0.632859	-0.525785	1.99858
0.578695	0.539727	0	0	0.532035	-0.532604	2.13483
0.699722	0.524268	0	0	0.633612	-0.525996	2.00112
0.645824	0.464342	0	0	0.580314	-0.542621	2.06557
0.575903	0.431455	0	2	0.527393	-0.532473	2.13728
0.562387	0.365886	0	2	0.524215	-0.525625	2.14949
0.564784	0.305166	0	2	0.525178	-0.525856	2.14646
0.580337	0.254054	0	2	0.533294	-0.534053	2.13426
0.700131	0.237203	0	2	0.632938	-0.526436	2.0005
0.701455	0.19936	0	2	0.636179	-0.525272	1.99869
************TIME_SERIES************
ClassID: 2
TimeSeriesLength: 96
TimeSeriesData: 
0.690351	0.199299	0	2	0.629842	-0.521933	2.00606
0.690351	0.199299	0	2	0.629842	-0.521933	2.00606
0.698929	0.198466	0	0	0.630866	-0.525919	1.99846
0.698929	0.198466	0	0	0.630866	-0.525919	1.99846
0.699516	0.197408	0	0	0.635514	-0.525631	1.99892
0.699516	0.197408	0	0	0.635514	-0.525631	1.99892
0.699516	0.197408	0	0	0.635514	-0.525631	1.99892
0.699516	0.197408	0	0	0.635514	-0.525631	1.99892
0.698375	0.2036	0	2	0.63513	-0.525015	1.99972
0.698375	0.2036	0	2	0.63513	-0.525015	1.99972
0.697536	0.206494	0	2	0.635494	-0.523748	2.00009
0.697536	0.206494	0	2	0.635494	-0.523748	2.00009
0.581639	0.210111	0	2	0.534263	-0.533366	2.1309
0.581639	0.210111	0	2	0.534263	-0.533366	2.1309
0.692951	0.232083	0	2	0.630568	-0.523765	2.00437
0.692951	0.232083	0	2	0.630568	-0.523765	2.00437
0.669945	0.256093	0	2	0.597037	-0.539289	2.03417
0.669945	0.256093	0	2	0.597037	-0.539289	2.03417
0.581915	0.288564	0	2	0.529448	-0.535808	2.13157
0.581915	0.288564	0	2	0.529448	-0.535808	2.13157
0.634741	0.326875	0	2	0.57092	-0.544806	2.07747
0.634741	0.326875	0	2	0.57092	-0.544806	2.07747
0.611681	0.367787	0	2	0.554489	-0.543075	2.10295
0.611681	0.367787	0	2	0.554489	-0.543075	2.10295
0.62565	0.41264	0	2	0.565344	-0.544081	2.08821
0.62565	0.41264	0	2	0.565344	-0.544081	2.08821
0.62278	0.458723	0	2	0.563355	-0.544284	2.09201
0.607466	0.503029	0	2	0.550398	-0.543028	2.1085
0.607466	0.503029	0	2	0.550398	-0.543028	2.1085
0.63162	0.541084	0	2	0.567483	-0.545631	2.08397
0.63162	0.541084	0	2	0.567483	-0.545631	2.08397
