GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 6
TotalNumTrainingExamples: 41
NumberOfClasses: 2
ClassIDsAndCounters: 
1	21
2	20
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 76
TimeSeriesData: 
-0.277257	-0.475884	1.51623	0.0106712	-0.117861	1.84012
-0.277257	-0.475884	1.51623	0.0106712	-0.117861	1.84012
-0.278209	-0.477125	1.52992	0.0167214	-0.112199	1.84172
-0.278209	-0.477125	1.52992	0.0167214	-0.112199	1.84172
-0.276264	-0.47265	1.5344	0.0172763	-0.201875	1.81079
-0.276264	-0.47265	1.5344	0.0172763	-0.201875	1.81079
-0.275067	-0.469337	1.53701	0.0188262	-0.184281	1.8203
-0.275067	-0.469337	1.53701	0.0188262	-0.184281	1.8203
-0.273619	-0.470413	1.53631	0.0195247	-0.18363	1.81598
-0.273619	-0.470413	1.53631	0.0195247	-0.18363	1.81598
-0.273619	-0.470413	1.53631	0.0195247	-0.18363	1.81598
-0.273619	-0.470413	1.53631	0.0195247	-0.18363	1.81598
-0.273619	-0.470413	1.53631	0.0195247	-0.18363	1.81598
-0.273619	-0.470413	1.53631	0.0195247	-0.18363	1.81598
-0.263982	-0.46857	1.52443	0.0247086	-0.178331	1.79531
-0.263982	-0.46857	1.52443	0.0247086	-0.178331	1.79531
-0.255537	-0.479475	1.51882	0.0252675	-0.177653	1.79593
-0.255537	-0.479475	1.51882	0.0252675	-0.177653	1.79593
-0.249801	-0.474868	1.51256	0.0257969	-0.1792	1.7947
-0.249801	-0.474868	1.51256	0.0257969	-0.1792	1.7947
-0.242402	-0.473463	1.5054	0.0274092	-0.178322	1.79658
-0.242402	-0.473463	1.5054	0.0274092	-0.178322	1.79658
-0.234655	-0.467308	1.50029	0.0284513	-0.179469	1.79545
-0.234655	-0.467308	1.50029	0.0284513	-0.179469	1.79545
-0.226328	-0.464892	1.49539	0.0293558	-0.177943	1.80079
-0.226328	-0.464892	1.49539	0.0293558	-0.177943	1.80079
-0.218336	-0.460307	1.49188	0.0309558	-0.182639	1.7971
-0.207907	-0.459594	1.48882	0.0316608	-0.183879	1.79985
-0.198446	-0.458175	1.48684	-0.0162144	-0.238318	1.89524
-0.198446	-0.458175	1.48684	-0.0162144	-0.238318	1.89524
-0.190626	-0.457448	1.4832	-0.00855653	-0.253669	1.89118
-0.190626	-0.457448	1.4832	-0.00855653	-0.253669	1.89118
-0.185325	-0.45577	1.48411	0.0324652	-0.224916	1.84959
-0.181531	-0.454412	1.48367	-0.00476095	-0.13361	1.92813
-0.181531	-0.454412	1.48367	-0.00476095	-0.13361	1.92813
-0.180945	-0.448459	1.48639	0.0926573	-0.0545597	1.67304
-0.185697	-0.430535	1.4962	0.0921059	-0.0554571	1.67527
-0.179667	-0.453024	1.4898	0.0929275	-0.054354	1.67588
-0.181886	-0.453508	1.49273	0.0963502	-0.0549562	1.67691
-0.181886	-0.453508	1.49273	0.0963502	-0.0549562	1.67691
-0.185351	-0.454119	1.49649	0.09739	-0.0544829	1.67891
-0.189412	-0.456558	1.49959	0.0987455	-0.0559911	1.68287
-0.194384	-0.45835	1.50521	0.218369	0.153442	1.50779
-0.198862	-0.458454	1.51055	0.211049	0.138588	1.79933
-0.204939	-0.460456	1.514	0.125768	-0.051839	1.68842
-0.2101	-0.463905	1.51728	0.141029	-0.0527277	1.70092
-0.217725	-0.465394	1.52106	0.157202	-0.0494118	1.72245
-0.223632	-0.468548	1.52401	0.17973	-0.0333048	1.7304
-0.22902	-0.469332	1.52559	0.208941	-0.00964553	1.73373
-0.233547	-0.469639	1.52877	0.225899	0.00470992	1.7445
-0.245125	-0.471133	1.53021	0.251068	0.0396832	1.76741
-0.249593	-0.471148	1.53055	0.25346	0.0545993	1.77603
-0.254565	-0.465899	1.533	0.256787	0.072882	1.7821
-0.258878	-0.463619	1.53078	0.252513	0.087419	1.78155
-0.262589	-0.466867	1.53116	0.246389	0.101154	1.77699
-0.271216	-0.4585	1.53842	0.219573	0.125039	1.75348
-0.274948	-0.459032	1.54225	0.196926	0.133026	1.73413
-0.279821	-0.460053	1.54716	0.166704	0.138823	1.71198
-0.283912	-0.460941	1.5519	0.131327	0.135366	1.6875
-0.291497	-0.483477	1.55881	0.0714536	0.0977556	1.6488
-0.293969	-0.485889	1.56472	0.0555422	0.0886145	1.63895
-0.294451	-0.487715	1.56845	0.0500782	0.0858886	1.63277
-0.297546	-0.488828	1.57429	0.0695471	0.0963214	1.63519
-0.300168	-0.486773	1.57736	0.0923482	0.107373	1.64469
-0.307678	-0.487551	1.58186	0.138819	0.150051	1.67754
-0.31633	-0.489801	1.58789	0.195622	0.154023	1.71565
-0.320341	-0.491345	1.5903	0.219434	0.145072	1.7305
-0.325502	-0.502164	1.59522	0.257846	0.105037	1.74915
-0.328753	-0.499887	1.60066	0.269689	0.0793823	1.75521
-0.332746	-0.504789	1.60749	0.284218	0.0378848	1.76133
-0.335569	-0.507033	1.61269	0.286988	0.0229879	1.76271
-0.339415	-0.510079	1.62039	0.290208	0.0185718	1.7634
-0.341828	-0.509918	1.62316	0.291284	0.0287541	1.76228
-0.344812	-0.511086	1.62596	0.287066	0.0411557	1.75735
-0.3537	-0.509474	1.62951	0.276919	0.0976572	1.74658
-0.35535	-0.509558	1.63048	0.263481	0.122258	1.73524
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 77
TimeSeriesData: 
-0.331051	-0.503056	1.6011	-0.0146862	0.109246	1.62262
-0.331051	-0.503056	1.6011	-0.0146862	0.109246	1.62262
-0.331051	-0.503056	1.6011	-0.0146862	0.109246	1.62262
-0.331107	-0.50158	1.60155	0.00915014	0.0766879	1.6212
-0.331107	-0.50158	1.60155	0.00915014	0.0766879	1.6212
-0.330695	-0.499451	1.5995	0.00795553	0.0763319	1.62184
-0.330695	-0.499451	1.5995	0.00795553	0.0763319	1.62184
-0.329549	-0.498954	1.59748	0.00795443	0.0747585	1.62322
-0.329042	-0.502222	1.59564	0.0106442	0.0699675	1.62424
-0.329042	-0.502222	1.59564	0.0106442	0.0699675	1.62424
-0.329042	-0.502222	1.59564	0.0106442	0.0699675	1.62424
-0.329042	-0.502222	1.59564	0.0106442	0.0699675	1.62424
-0.328238	-0.496867	1.59172	0.0140566	0.0661597	1.62415
-0.328238	-0.496867	1.59172	0.0140566	0.0661597	1.62415
-0.328238	-0.496867	1.59172	0.0140566	0.0661597	1.62415
-0.328238	-0.496867	1.59172	0.0140566	0.0661597	1.62415
-0.328238	-0.496867	1.59172	0.0140566	0.0661597	1.62415
-0.328238	-0.496867	1.59172	0.0140566	0.0661597	1.62415
-0.323954	-0.495416	1.58454	0.0513243	0.0295787	1.62714
-0.323954	-0.495416	1.58454	0.0513243	0.0295787	1.62714
-0.323954	-0.495416	1.58454	0.0513243	0.0295787	1.62714
-0.323954	-0.495416	1.58454	0.0513243	0.0295787	1.62714
-0.323954	-0.495416	1.58454	0.0513243	0.0295787	1.62714
-0.323954	-0.495416	1.58454	0.0513243	0.0295787	1.62714
-0.321455	-0.490344	1.58026	-0.0292048	0.0974201	1.63128
-0.321455	-0.490344	1.58026	-0.0292048	0.0974201	1.63128
-0.321139	-0.490585	1.57889	-0.0346471	0.09786	1.63029
-0.321339	-0.489503	1.57808	-0.0456611	0.103165	1.631
-0.321339	-0.489503	1.57808	-0.0456611	0.103165	1.631
-0.319585	-0.494946	1.57789	-0.0458193	0.104927	1.62884
-0.319585	-0.494946	1.57789	-0.0458193	0.104927	1.62884
-0.319324	-0.4965	1.5767	0.0427152	0.0758337	1.61082
-0.320837	-0.493643	1.57734	0.0609813	0.101133	1.61347
-0.32137	-0.495361	1.57716	0.0572336	0.172719	1.62555
-0.322125	-0.49435	1.57818	0.100668	0.18319	1.6297
-0.322125	-0.49435	1.57818	0.100668	0.18319	1.6297
-0.322563	-0.493656	1.57686	0.132127	0.212577	1.64272
-0.324919	-0.491062	1.57851	0.165961	0.231393	1.66043
-0.324568	-0.494801	1.57839	0.200518	0.243545	1.67537
-0.324777	-0.494614	1.57944	0.232521	0.246421	1.68935
-0.324777	-0.494614	1.57944	0.232521	0.246421	1.68935
-0.325797	-0.49553	1.582	0.26407	0.235319	1.70184
-0.325731	-0.496957	1.58236	0.291298	0.217444	1.71042
-0.326097	-0.498956	1.58315	0.315819	0.188114	1.71557
